,item_brand,item_name,item_price,item_link
2236,Malone Souliers,Maite Crystal-Buckle Satin Point-Toe Mules,$187,https://www.neimanmarcus.com/p/malone-souliers-maite-crystal-buckle-satin-point-toe-mules-prod223210124?childItemId=NMX4RYR_&navpath=cat000000_cat000141_cat47190746&page=18&position=76&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2237,Malone Souliers,Maybelle 70mm Scalloped Leather Pumps,$625,https://www.neimanmarcus.com/p/malone-souliers-maybelle-70mm-scalloped-leather-pumps-prod223210273?childItemId=NMX4RYQ_&navpath=cat000000_cat000141_cat47190746&page=18&position=77&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2238,Gentle Souls,Blaise Nubuck Leather Wedge Pumps,$108,https://www.neimanmarcus.com/p/gentle-souls-blaise-nubuck-leather-wedge-pumps-prod223310038?childItemId=NMX4SHF_&navpath=cat000000_cat000141_cat47190746&page=18&position=78&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2239,Gentle Souls,Luca Snake-Print Leather Comfort Flats,$81,https://www.neimanmarcus.com/p/gentle-souls-luca-snake-print-leather-comfort-flats-prod223310184?childItemId=NMX4SJ5_&navpath=cat000000_cat000141_cat47190746&page=18&position=79&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2240,Gentle Souls,Luca Cutout Metallic Leather Comfort Flats,$55,https://www.neimanmarcus.com/p/gentle-souls-luca-cutout-metallic-leather-comfort-flats-prod223320075?childItemId=NMX4SHG_&navpath=cat000000_cat000141_cat47190746&page=18&position=80&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2241,Gentle Souls,Blaise Floral Printed Leather Wedge Pumps,$73,https://www.neimanmarcus.com/p/gentle-souls-blaise-floral-printed-leather-wedge-pumps-prod223320076?childItemId=NMX4SHH_&navpath=cat000000_cat000141_cat47190746&page=18&position=81&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2242,Gentle Souls,Luca Cutout Leather Comfort Flats,$55,https://www.neimanmarcus.com/p/gentle-souls-luca-cutout-leather-comfort-flats-prod223320111?childItemId=NMX4SHJ_&navpath=cat000000_cat000141_cat47190746&page=18&position=82&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2243,Gentle Souls,Blaise Floral Fabric Wedge Pumps,$108,https://www.neimanmarcus.com/p/gentle-souls-blaise-floral-fabric-wedge-pumps-prod223320223?childItemId=NMX4SHL_&navpath=cat000000_cat000141_cat47190746&page=18&position=83&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2244,Gentle Souls,Blaise Suede Wedge Pumps,$73,https://www.neimanmarcus.com/p/gentle-souls-blaise-suede-wedge-pumps-prod223320425?childItemId=NMX4SJ4_&navpath=cat000000_cat000141_cat47190746&page=18&position=84&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2245,Sigerson Morrison,Tabitha Snake-Print Booties,$325,https://www.neimanmarcus.com/p/sigerson-morrison-tabitha-snake-print-booties-prod224170199?childItemId=NMX4PRE_&navpath=cat000000_cat000141_cat47190746&page=18&position=85&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2246,Sigerson Morrison,Kalila Suede Pull-On Boots,$395,https://www.neimanmarcus.com/p/sigerson-morrison-kalila-suede-pull-on-boots-prod224170391?childItemId=NMX4PS1_&navpath=cat000000_cat000141_cat47190746&page=18&position=86&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2247,Sigerson Morrison,Kaden Slide Leather Mules,$295,https://www.neimanmarcus.com/p/sigerson-morrison-kaden-slide-leather-mules-prod224170439?childItemId=NMX4PRZ_&navpath=cat000000_cat000141_cat47190746&page=18&position=87&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2248,Sigerson Morrison,Tacyly Distressed Leopard Booties,$395,https://www.neimanmarcus.com/p/sigerson-morrison-tacyly-distressed-leopard-booties-prod224170515?childItemId=NMX4PRY_&navpath=cat000000_cat000141_cat47190746&page=18&position=88&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2249,Sam Edelman,Daniella Snake-Print Ankle Sandals,$140,https://www.neimanmarcus.com/p/sam-edelman-daniella-snake-print-ankle-sandals-prod224900203?childItemId=NMX4UWP_&navpath=cat000000_cat000141_cat47190746&page=18&position=89&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2250,Sam Edelman,Daniella Patent Leather Ankle Sandals,$120,https://www.neimanmarcus.com/p/sam-edelman-daniella-patent-leather-ankle-sandals-prod224900213?childItemId=NMX4UXA_&navpath=cat000000_cat000141_cat47190746&page=18&position=90&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2251,Sam Edelman,Hazel Suede Pumps,$120,https://www.neimanmarcus.com/p/sam-edelman-hazel-suede-pumps-prod224900216?childItemId=NMX4UWY_&navpath=cat000000_cat000141_cat47190746&page=18&position=91&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2252,Sam Edelman,Hilty Snake-Print Leather Booties,$180,https://www.neimanmarcus.com/p/sam-edelman-hilty-snake-print-leather-booties-prod224900307?childItemId=NMX4UWL_&navpath=cat000000_cat000141_cat47190746&page=18&position=92&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2253,Sam Edelman,Hazel Snake-Print Pumps,$140,https://www.neimanmarcus.com/p/sam-edelman-hazel-snake-print-pumps-prod224900383?childItemId=NMX4UWE_&navpath=cat000000_cat000141_cat47190746&page=18&position=93&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2254,Sam Edelman,Winona Suede Western Booties,$160,https://www.neimanmarcus.com/p/sam-edelman-winona-suede-western-booties-prod224900432?childItemId=NMX4UWZ_&navpath=cat000000_cat000141_cat47190746&page=18&position=94&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2255,Sam Edelman,Jaclyn Suede Gored Chelsea Boots,$150,https://www.neimanmarcus.com/p/sam-edelman-jaclyn-suede-gored-chelsea-boots-prod224910088?childItemId=NMX4UWM_&navpath=cat000000_cat000141_cat47190746&page=18&position=95&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2256,Sam Edelman,Oakland Crocodile-Embossed Boots,$200,https://www.neimanmarcus.com/p/sam-edelman-oakland-crocodile-embossed-boots-prod224910135?childItemId=NMX4UWS_&navpath=cat000000_cat000141_cat47190746&page=18&position=96&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2257,Sigerson Morrison,Taima Two-Tone Booties,$350,https://www.neimanmarcus.com/p/sigerson-morrison-taima-two-tone-booties-prod224170169?childItemId=NMX4PS2_&navpath=cat000000_cat000141_cat47190746&page=18&position=97&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2258,Sam Edelman,Winona Croc-Embossed Leather Western Booties,$180,https://www.neimanmarcus.com/p/sam-edelman-winona-croc-embossed-leather-western-booties-prod224910100?childItemId=NMX4UX0_&navpath=cat000000_cat000141_cat47190746&page=18&position=98&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2259,Sam Edelman,Walden Snake-Print Booties,$170,https://www.neimanmarcus.com/p/sam-edelman-walden-snake-print-booties-prod224900157?childItemId=NMX4UX5_&navpath=cat000000_cat000141_cat47190746&page=18&position=99&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2260,Sam Edelman,Croc-Embossed Leather Booties,$180,https://www.neimanmarcus.com/p/sam-edelman-croc-embossed-leather-booties-prod224900294?childItemId=NMX4UX6_&navpath=cat000000_cat000141_cat47190746&page=18&position=100&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2261,Sam Edelman,Daniella Suede Ankle Strap Sandals,$120,https://www.neimanmarcus.com/p/sam-edelman-daniella-suede-ankle-strap-sandals-prod224910128?childItemId=NMX4UWN_&navpath=cat000000_cat000141_cat47190746&page=18&position=101&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2262,P448,John Glitter Low-Top Sneakers,$275,https://www.neimanmarcus.com/p/p448-john-glitter-low-top-sneakers-prod223590007?childItemId=NMX4T0K_&navpath=cat000000_cat000141_cat47190746&page=18&position=102&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2263,Aquatalia,Florita Leather Zip Booties,$450,https://www.neimanmarcus.com/p/aquatalia-florita-leather-zip-booties-prod222160790?childItemId=NMX4Q83_&navpath=cat000000_cat000141_cat47190746&page=18&position=103&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2264,Alexandre Birman,Vicky Python Wedge Sandals,$351,https://www.neimanmarcus.com/p/alexandre-birman-vicky-python-wedge-sandals-prod222970078?childItemId=NMX4RLU_&navpath=cat000000_cat000141_cat47190746&page=18&position=104&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2265,P448,John Snake-Print Low-Top Sneakers,$142,https://www.neimanmarcus.com/p/p448-john-snake-print-low-top-sneakers-prod223580080?childItemId=NMX4T02_&navpath=cat000000_cat000141_cat47190746&page=18&position=105&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2266,Vince,Cabria Lace-Up Booties with Fur Trim,$450,https://www.neimanmarcus.com/p/vince-cabria-lace-up-booties-with-fur-trim-prod224630013?childItemId=NMX4ULL_&navpath=cat000000_cat000141_cat47190746&page=18&position=106&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2267,Vince,Paz Suede Slip-On Flats,$275,https://www.neimanmarcus.com/p/vince-paz-suede-slip-on-flats-prod224630030?childItemId=NMX4UML_&navpath=cat000000_cat000141_cat47190746&page=18&position=107&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2268,Vince,Alder Suede Zip Booties,$395,https://www.neimanmarcus.com/p/vince-alder-suede-zip-booties-prod224630046?childItemId=NMX4UNC_&navpath=cat000000_cat000141_cat47190746&page=18&position=108&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2269,Vince,Branine Alligator-Embossed Slip-On Flats,$275,https://www.neimanmarcus.com/p/vince-branine-alligator-embossed-slip-on-flats-prod224630052?childItemId=NMX4UMG_&navpath=cat000000_cat000141_cat47190746&page=18&position=109&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2270,Paris Texas,Croc-Embossed Leather Knee Boots,$795,https://www.neimanmarcus.com/p/paris-texas-croc-embossed-leather-knee-boots-prod224120209?childItemId=NMX4TMJ_&navpath=cat000000_cat000141_cat47190746&page=18&position=110&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2271,Paris Texas,90mm Python-Print Leather Booties,$610,https://www.neimanmarcus.com/p/paris-texas-90mm-python-print-leather-booties-prod224120251?childItemId=NMX4TMS_&navpath=cat000000_cat000141_cat47190746&page=18&position=111&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2272,Paris Texas,Croc-Embossed Leather Stiletto Boots,$825,https://www.neimanmarcus.com/p/paris-texas-croc-embossed-leather-stiletto-boots-prod224130074?childItemId=NMX4TMM_&navpath=cat000000_cat000141_cat47190746&page=18&position=112&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2273,Paris Texas,Metallic Croc-Embossed Leather Knee Boots,$795,https://www.neimanmarcus.com/p/paris-texas-metallic-croc-embossed-leather-knee-boots-prod224130078?childItemId=NMX4TMR_&navpath=cat000000_cat000141_cat47190746&page=18&position=113&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2274,Paris Texas,90mm Croc-Embossed Leather Booties,$610,https://www.neimanmarcus.com/p/paris-texas-90mm-croc-embossed-leather-booties-prod224130090?childItemId=NMX4TMK_&navpath=cat000000_cat000141_cat47190746&page=18&position=114&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2275,Paris Texas,Python-Print Leather Boots,$795,https://www.neimanmarcus.com/p/paris-texas-python-print-leather-boots-prod224130138?childItemId=NMX4TMP_&navpath=cat000000_cat000141_cat47190746&page=18&position=115&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2276,Saint Laurent,Napa Leather Slip-On Espadrille with Logo,$525,https://www.neimanmarcus.com/p/saint-laurent-napa-leather-slip-on-espadrille-with-logo-prod221350563?childItemId=NMX4PB2_&navpath=cat000000_cat000141_cat47190746&page=18&position=116&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2277,Gucci,Leather Heeled Slides,$590,https://www.neimanmarcus.com/p/gucci-leather-heeled-slides-prod221480145?childItemId=NMX4PDB_&navpath=cat000000_cat000141_cat47190746&page=18&position=117&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2278,Balenciaga,BB Medallion Point-Toe Ballerina Flats ,$695,https://www.neimanmarcus.com/p/balenciaga-bb-medallion-point-toe-ballerina-flats-prod223040310?childItemId=NMX4RN8_&navpath=cat000000_cat000141_cat47190746&page=18&position=118&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2279,Hunter Boot,Original Refined Chelsea Rain Boots,$145,https://www.neimanmarcus.com/p/hunter-boot-original-refined-chelsea-rain-boots-prod223580091?childItemId=NMS1ZUL_&navpath=cat000000_cat000141_cat47190746&page=18&position=119&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_oMZ_31IqEG3js8h6bMl3TTSRJHGFvDaAVdqQb5E4.jsession
2280,Stubbs and Wootton,Scarab Slippers,$500,https://www.neimanmarcus.com/p/stubbs-and-wootton-scarab-slippers-prod223430054?childItemId=NMX4SU9_&navpath=cat000000_cat000141_cat47190746&page=19&position=0&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2281,Stubbs and Wootton,Jane True Needlepoint Cheetah Slippers,$500,https://www.neimanmarcus.com/p/stubbs-and-wootton-jane-true-needlepoint-cheetah-slippers-prod223430068?childItemId=NMX4STY_&navpath=cat000000_cat000141_cat47190746&page=19&position=1&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2282,Stubbs and Wootton,Skull Velvet Slippers,$500,https://www.neimanmarcus.com/p/stubbs-and-wootton-skull-velvet-slippers-prod223430089?childItemId=NMX4SU6_&navpath=cat000000_cat000141_cat47190746&page=19&position=2&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2283,Stubbs and Wootton,Woven Raffia Slippers,$500,https://www.neimanmarcus.com/p/stubbs-and-wootton-woven-raffia-slippers-prod223430102?childItemId=NMX4SU5_&navpath=cat000000_cat000141_cat47190746&page=19&position=3&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2284,Stubbs and Wootton,Cat Velvet Slippers,$500,https://www.neimanmarcus.com/p/stubbs-and-wootton-cat-velvet-slippers-prod223430203?childItemId=NMX4SU0_&navpath=cat000000_cat000141_cat47190746&page=19&position=4&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2285,Stubbs and Wootton,College Embroidered Velvet Slippers,$500,https://www.neimanmarcus.com/p/stubbs-and-wootton-college-embroidered-velvet-slippers-prod223430221?childItemId=NMX4STV_&navpath=cat000000_cat000141_cat47190746&page=19&position=5&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2286,Stubbs and Wootton,Woven Straw Slippers,$500,https://www.neimanmarcus.com/p/stubbs-and-wootton-woven-straw-slippers-prod223430258?childItemId=NMX4SUA_&navpath=cat000000_cat000141_cat47190746&page=19&position=6&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2287,Stubbs and Wootton,Private Stock Velvet Slippers,$650,https://www.neimanmarcus.com/p/stubbs-and-wootton-private-stock-velvet-slippers-prod223430263?childItemId=NMX4SU3_&navpath=cat000000_cat000141_cat47190746&page=19&position=7&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2288,Stubbs and Wootton,Hydrangeas Velvet Slippers,$550,https://www.neimanmarcus.com/p/stubbs-and-wootton-hydrangeas-velvet-slippers-prod223430268?childItemId=NMX4SU2_&navpath=cat000000_cat000141_cat47190746&page=19&position=8&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2289,Stubbs and Wootton,I Do Velvet Slippers,$500,https://www.neimanmarcus.com/p/stubbs-and-wootton-i-do-velvet-slippers-prod223430286?childItemId=NMX4STX_&navpath=cat000000_cat000141_cat47190746&page=19&position=9&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2290,Stubbs and Wootton,Martini Velvet Slippers,$500,https://www.neimanmarcus.com/p/stubbs-and-wootton-martini-velvet-slippers-prod223430362?childItemId=NMX4SU4_&navpath=cat000000_cat000141_cat47190746&page=19&position=10&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2291,Stubbs and Wootton,Camo Needlepoint Slippers,$500,https://www.neimanmarcus.com/p/stubbs-and-wootton-camo-needlepoint-slippers-prod223440068?childItemId=NMX4STU_&navpath=cat000000_cat000141_cat47190746&page=19&position=11&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2292,Stubbs and Wootton,Nite N Day Velvet Slippers,$500,https://www.neimanmarcus.com/p/stubbs-and-wootton-nite-n-day-velvet-slippers-prod223440094?childItemId=NMX4SU8_&navpath=cat000000_cat000141_cat47190746&page=19&position=12&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2293,Schutz,Blanck See-Through Slide Sandals with Crystals,$260,https://www.neimanmarcus.com/p/schutz-blanck-see-through-slide-sandals-with-crystals-prod224220009?childItemId=NMX4TUJ_&navpath=cat000000_cat000141_cat47190746&page=19&position=13&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2294,Vince,Branine Napa Ballet Flats,$250,https://www.neimanmarcus.com/p/vince-branine-napa-ballet-flats-prod224630058?childItemId=NMX4UMS_&navpath=cat000000_cat000141_cat47190746&page=19&position=14&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2295,Sam Edelman,Tinsley Leopard Chelsea Rain Boots,$55,https://www.neimanmarcus.com/p/sam-edelman-tinsley-leopard-chelsea-rain-boots-prod224900207?childItemId=NMX4UWC_&navpath=cat000000_cat000141_cat47190746&page=19&position=15&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2296,Sam Edelman,"Tinsley Gored Short Chelsea Rain Boots, White",$55,https://www.neimanmarcus.com/p/sam-edelman-tinsley-gored-short-chelsea-rain-boots-white-prod224910071?childItemId=NMX4UWB_&navpath=cat000000_cat000141_cat47190746&page=19&position=16&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2297,Bernardo,Dea Ultra Suede Knee Boots,$298,https://www.neimanmarcus.com/p/bernardo-dea-ultra-suede-knee-boots-prod224550026?childItemId=NMX4UJG_&navpath=cat000000_cat000141_cat47190746&page=19&position=17&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2298,Sam Edelman,Dori Plaid-Print Pumps,$120,https://www.neimanmarcus.com/p/sam-edelman-dori-plaid-print-pumps-prod224900392?childItemId=NMX4UWJ_&navpath=cat000000_cat000141_cat47190746&page=19&position=18&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2299,Sam Edelman,Walden Dual Zip Ankle Booties,$150,https://www.neimanmarcus.com/p/sam-edelman-walden-dual-zip-ankle-booties-prod224910102?childItemId=NMX4UWK_&navpath=cat000000_cat000141_cat47190746&page=19&position=19&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2300,Sam Edelman,Winona Suede Western Booties,$160,https://www.neimanmarcus.com/p/sam-edelman-winona-suede-western-booties-prod224910151?childItemId=NMX4UWG_&navpath=cat000000_cat000141_cat47190746&page=19&position=20&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2301,Vince,Zeta Suede Chunky Loafers,$295,https://www.neimanmarcus.com/p/vince-zeta-suede-chunky-loafers-prod224380128?childItemId=NMX4UEJ_&navpath=cat000000_cat000141_cat47190746&page=19&position=21&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2302,Vince,Alder Leather Zip Booties,$395,https://www.neimanmarcus.com/p/vince-alder-leather-zip-booties-prod224420213?childItemId=NMX4UH8_&navpath=cat000000_cat000141_cat47190746&page=19&position=22&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2303,Vince,Alder Snake-Print Booties,$450,https://www.neimanmarcus.com/p/vince-alder-snake-print-booties-prod224620021?childItemId=NMX4ULU_&navpath=cat000000_cat000141_cat47190746&page=19&position=23&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2304,Vince,Cabria Embossed Lace-Up Booties,$450,https://www.neimanmarcus.com/p/vince-cabria-embossed-lace-up-booties-prod224630017?childItemId=NMX4ULE_&navpath=cat000000_cat000141_cat47190746&page=19&position=24&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
2305,Vince,Denver Suede Chelsea Booties,$395,https://www.neimanmarcus.com/p/vince-denver-suede-chelsea-booties-prod224630027?childItemId=NMX4UMC_&navpath=cat000000_cat000141_cat47190746&page=19&position=25&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_0VeLCEzM_wvpYvArCBUtno4TCHQjUT_1nguSTDKE.jsession
